epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,learning_rate
1,0.7947939263922579,72.21070681912784,0.6280052696433023,77.59345794392523,0.0003
2,0.6644051977391205,77.52826740010562,0.5535265882438588,80.16355140186916,0.0003
3,0.5798257940188255,81.18676588177631,0.4852857484995762,83.15420560747664,0.00015
4,0.5385913259411844,82.58684235517183,0.47491945206561936,83.45794392523365,0.00015
5,0.4518966959264782,86.009553614379,0.463968922601682,84.83644859813084,7.5e-05
6,0.4216208369305457,87.30532907055357,0.4647955415404846,84.67289719626169,7.5e-05
7,0.365800009282482,89.3913580641296,0.4620674522123604,84.53271028037383,3.75e-05
8,0.335203887966461,90.67302150293024,0.48847912884204187,84.57943925233644,3.75e-05
