epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,learning_rate
1,0.7313438042229621,83.51930829000409,0.651746794219329,87.42990654205607,6.666666666666667e-05
2,0.6723277329242473,86.56306595781972,0.6646814443240656,86.96261682242991,0.00013333333333333334
3,0.6626436337728523,87.1531226266285,0.6497159133447665,87.2196261682243,0.0002
4,0.6351912614758372,88.4150259975463,0.6553199450546336,87.71028037383178,0.0002
5,0.6149475569548698,89.33808494479173,0.6603794677235256,87.26635514018692,0.0001900968867902419
6,0.5748379998113212,91.28351930829001,0.6827533216119926,86.07476635514018,0.00016234898018587337
7,0.5332796393191834,93.1763743646667,0.6881159453748542,86.1214953271028,0.00012225209339563145
8,0.4843666277429298,95.74107612315242,0.6915437700592468,87.2196261682243,7.774790660436858e-05
